conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
795,GPT2-large,nucleus,"A: Pizza is a traditional Italian dish, do you like pizza? <br>B: I love Pizza, and I especially love Italian food. <br>A: Do you like your pizza with vegetables or meats? <br>B: Well I am vegetarian so definitely vegetables, I especially love fennel and arugula. <br>A: I love fennel also cause its from the carrot family. <br>B: Is it really? Do you know why it has a slight licorice taste? <br>","been rebutted. However, it was a common belief in the early 19th century that the root of the plant might be externally used for gangrene. It was also claimed to be useful in treating jaundice, scurvy, gout and rabies. The dried root, which was official in the United States Pharmacopoeia from 1820 to 1880, is used as a simple tonic. Frasera caroliniensis is chiefly known as an occasional substitute for Calumba root, or Jatheorrhiza Columba, a native of Mozambique. Several tree species are associated with ""F. caroliniensis"", such as sweet-gum (""Liquidambar styraciflua""), tulip tree (""Liriodendron tulipifera"") and pignut hickory (""Carya","No, I just like it because it tastes good.  It is often used as an ingredient in cough syrup and in medicines.",0.666666667,No,y
1079,GPT2-xlarge,beam search,"A: I was a huge fan of Nirvana and Kurt Cobain when I was younger. <br>B: Oh I still like Nirvana, Kurt Cobain's middle name was Donald! <br>A: I never knew that. I was so sad when he died. Seems like so long ago. Do you remember what year that was? <br>B: I do! Kurt Donald Cobain was born in 1967 and lived until 1994 <br>A: Oh wow. Longer ago than I realized. So unfortunate that he ended his own life. <br>","the auspices of The Royal Colonial Institute and combined history, travel advice, and discussion of the general state of the principal islands of the West Indies. Eves died suddenly at his home of Trelawny House, 49 Highbury New Park, London, on the 20 April 1899. An inquest was held into the death by Dr. Danford Thomas a few days later at Holloway Road. According to evidence given, early on Thursday morning Eves went into the basement of his home to repair some electric burglar alarm bells. After he did not immediately return, Edward Moorhead, a ship-owner of Cardiff and Eves'","Yes, he died on April 20, 1899.",1.0,No,y
1080,GPT2-medium,beam search,"A: I am allergic to bees, which a closely related to wasps, I can't bear the thought of getting a bee sting. <br>B: Are you allergic to a specific type of bee? <br>A: All bees and wasps, they all terrify me honey bee, african bee, wasps. The western honey beee is the most common bee worldwide so i most look out for them <br>B: What happens if you get stung? <br>A: Well without medical attention I don't make it. I can't even eat honey, because of the pollen that is used as food for the bee larvae. <br>B: Wow.  That sounds terrible.  Do you carry one of those Epipens? <br>","of the department of entomology these classes have since ceased. Although now encompassed by trees and other academic buildings, the apiary was surrounded by fields and orchards at the time of its construction. Early photographs show the hive yard was originally 2 acres in size, extending several hundred feet south of the property's present-day boundaries in what has since been developed into a residential neighborhood. The building itself was built into the side of Mount Pleasant, with the entire east side of its basement completely covered by the ground. This ""banked barn"" design was likely used to allow pallets of","I don't carry any epipens, but I do carry a beekeeper's kit. The beekeepers have been around for a long time, since the days of the entomologist.",0.5,No,y
1448,GPT2-xlarge,DBS,"A: i love hot dogs <br>B: Me to fresh off the grill with onions, ketchup and mustard it is delicious how do you like yours? <br>A: the same <br>B: I still like hot dogs even though hot dogs are made from caribou meat in Alaska. <br>A: there's all beef hotdogs <br>","defunct Now & Zen, was one of the first ready-made tofurkey products available in the U.S. Brands of ready-made tofurkey include Tofurky produced by Turtle Island Foods in Hood River, Oregon, the Celebration Roast produced by the Field Roast Grain Meat Co. of Seattle, Washington, and the Stuffed Holiday Roast made by Match Foods (previously called AuraPro) of St. Louis, Missouri. Tofurkey Tofurkey (a portmanteau of tofu and turkey) is faux turkey, a meat substitute in the form of a loaf or casserole of vegetarian protein, usually made from tofu (soybean protein) or seitan (wheat protein) with a stuffing made","Have you ever heard of Now and Zen, the brand of hot dogs?",0.833333333,No,y
700,GPT2-large,nucleus,"A: Hey there, are you a minecraft fan? <br>B: Minecraft is a video game designed by Swedish game designer named Markus Perrson that was later improved on by Mojang. It's super fun! <br>A: My nephew loves the game but I must admit that half the time I have no idea what he is doing. <br>B: Yeah my nephew loves it too. He spends half the day playing it. The part about building stuff allows players to build with cubes in a 3d environment. <br>A: Nice. I guess I'm not sure what the point of it is. Maybe that's why it's just a game. <br>","race, the player is rewarded points depending on their finishing position; better placement gives more points. Points from each race in the Grandprix are totaled to determine the winner. Singlematch is also a single player mode. It is one race against computer A.I. on a track chosen by the player. Like the Grandprix, it requires two qualifying laps to determine starting position. VS mode is a two-player game mode, where two human players choose a track and race on it. There are no qualifying laps and no computer opponents. Time Attack mode is another single player game mode. It is",I think it's just to be fun. I don't know if it's a good game though. I do know that the player is rewarded points for placing better in races.,0.833333333,No,y
1612,GPT2-large,nucleus,"A: Hello! I've been a cheerleader for 10 years. I absolutely love it! <br>B: Sounds cool, I know some cheerleaders and they all love it. <br>A: I bet. It really got popular around 2000 when the movie ""Bring It On"" was released. <br>B: That would make sense, as that was a big movie. <br>A: Yeah, it really helped to explode it into the limelight. There's over 1.5 million people completing in all-star cheerleading! <br>B: Wow that's a lot of people. I assume most are women. <br>","Sexual revolution in 1960s United States The 1960s in the United States are often perceived today as a period of profound societal change, one in which a great many politically minded individuals, who on the whole were young and educated, sought to influence the status quo. Attitudes to a variety of issues changed, sometimes radically, throughout the decade. The urge to 'find oneself', the activism of the 1960s, and the quest for autonomy were characterized by changes towards sexual attitudes at the time. These changes to sexual attitudes and behavior during the period are often today referred to generally under","Yep, and the sexual revolution really kicked off in the 1960s. That was when a lot of people really started to realize that women were equal to men.",0.666666667,No,y
1603,GPT2-xlarge,DBS,"A: Blue and yellow are beautiful colours but green is amazing, it's a mix of both! <br>B: Green is actually my favorite color! <br>A: I tend to change my favourite colours. Gendar, age and culture are a big influence on how people perceive colours. <br>B: Yeah that makes a lot of sense, when I was younger my favorite color was different. <br>A: Pink got the name from the flowers pinks. I'm not a big fan of flowers maybe thats why I am not a big fan of the colour itself. They are plants in the genus ""Dianthus"" <br>B: Interesting, what kind of flowers are they. <br>","Cydista Cydista is a genus that consists of more than twenty species of lowland, showy, evergreen, ornamental shrubs and woody vines, ranging from central and southern Mexico to Paraguay and eastern Brazil. The genus is characterized by the lack of a nectariferous disk and is associated with the multiple-bang flowering syndrome. All species are lianas with clusters of funnelform flowers, bloomig twice a year in spring and fall. The flowers start of purple and change to a lighter shade of lavender with age, then fading to almost white, followed by linear oblong fruits and winged seeds. The plants are multi-stemmed",They are mostly evergreen and ornamental.,0.666666667,No,y
1123,GPT2-small,DBS,"A: I love history, I wish I knew more about Genghis Khan, he seems very interesting. <br>B: Yes it is. Do you know much about  the Great Khan and founder of the Mongol Empire, which became the largest contiguous empire in history after his death. <br>A: How did he started his empire ? <br>B: Very interesting, his strategy was by uniting all the  nomadic tribes of  Northeast Asia <br>A: Did he ever attacked China ? <br>","the Mongol homeland under the leadership of Genghis Khan, whom a council proclaimed ruler of all the Mongols in 1206. The empire grew rapidly under his rule and that of his descendants, who sent invasions in every direction. The vast transcontinental empire connected the East with the West with an enforced ""Pax Mongolica"", allowing the dissemination and exchange of trade, technologies, commodities and ideologies across Eurasia. The empire began to split due to wars over succession, as the grandchildren of Genghis Khan disputed whether the royal line should follow from his son and initial heir Ögedei or from one of","I am not sure, but I do know that he was the leader of the  Mongol empire under Genghi Khan",0.666666667,No,y
1163,GPT2-medium,beam search,A: Some days I have the hardest time getting motivated <br>B: Please stay motivated because it is the sole purpose for your desires and needs. <br>A: do you have any suggestions on how to stay motivated? <br>B: Set a personal goal like losing weight. <br>A: setting the goal isn't the issue most of the time...it's actually getting started in the process. <br>,"heredity, novelty seeking behaviors are seen with the modulation of dopamine. The overall effect of dopamine when exposed to a novel stimuli is a mass release of the neurotransmitter in reward systems of the brain including the mesolimbic pathway. The mesolimbic pathway is active in every type of addiction and is involved with reinforcement. Because of this activation in the brain, NS has been linked to personality disorders as well as substance abuse and other addictive behaviors. DRD4 receptors are highly expressed in areas of the limbic system associated with emotion and cognition. It is important to note the individual's",Dopamine is an important part of motivation.,0.833333333,No,y
26,GPT2-medium,nucleus,"A: Have you heard of Peyton Manning? He's my favourite NFL player. <br>B: I have but just casually, this is because I am not a fan of the NFL. I prefer Soccer but tell me more <br>A: He played 18 seasons in the NFL, mainly with the Indianapolis Colts! <br>B: Nice. 18 is quite impressive, it means he has been with Indianapolis Colts for quite a while <br>A: Yes. Although he had to miss the 2011 season as he had neck curgery. He left the Colts after this and signed with the Broncos. <br>B: oh wow!, those injuries happen once in a while. How's he doing in Broncos <br>","former NFL quarterback Archie Manning. He is the brother of two-time Super Bowl Champion, Eli Manning. Some have described the Mannings as football's ""royal family"". Manning married his wife, Ashley, in Memphis on St. Patrick's Day, 2001. A graduate of the University of Virginia, Ashley was introduced to him by her parents' next-door neighbor the summer before Manning's freshman year in college. Peyton and wife Ashley have twins, a son, Marshal Williams, and a daughter, Mosley Thompson, born on March 31, 2011. Manning is a Christian. At age 13, he said, ""I committed my life to Christ, and that faith","He is doing well! He was once the brother of two-time Super Bowl Champion, Eli Manning.",0.5,Yes,y
1147,GPT2-large,beam search,"A: Hi! Do you know Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, <br>B: Yeah! I guess I always heard of him as ""Elvis Presley"". Do you like his music? <br>A: Yeah! Regarded as one of the most significant cultural icons of the 20th century,. <br>B: Cool! Yeah I've heard a few of his songs but I don't know much about him. Do you know his most famous song was? <br>A: More so, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"". <br>B: Yeah? That's a pretty cool title. Do you know if he always played with the same band? <br>","recorded by Presley. Songwriters were obliged to forgo one third of their customary royalties in exchange for having him perform their compositions. By December, RCA had begun to heavily promote its new singer, and before month's end had reissued many of his Sun recordings. On January 10, 1956, Presley made his first recordings for RCA in Nashville. Extending Presley's by-now customary backup of Moore, Black, Fontana, and ""Hayride"" pianist Floyd Cramer—who had been performing at live club dates with Presley—RCA enlisted guitarist Chet Atkins and three background singers, including Gordon Stoker of the popular Jordanaires quartet, to fill out the",I'm not sure but I know that songwriters were required to give up a third of the royalties to have him perform.,1.0,No,y
386,GPT2-large,DBS,"A: React is a JavaScript library that is for building user interfaces. <br>B: That's pretty cool, how long has it been around? <br>A: It was first deployed in 2011 on Facebook's newsfeed. <br>B: Interesting, did Facebook develop it then? <br>A: I don't know about that one. <br>B: Alright, what else can you tell me about React? <br>","has stepped in, to allow developers to code in high-level languages such as Java, Python and Ruby. The first of these compilers was Morfik followed by Google Web Toolkit, with ports to Python and Ruby in the form of Pyjs and RubyJS following some time after. These compilers and their associated widget set libraries make the development of rich media Ajax applications much more akin to that of developing desktop applications. Some frameworks provide tools for creating and providing web services. These utilities may offer similar tools as the rest of the web application. A number of newer Web 2.0","Well, I can tell you that the first version of React was written in Java.",0.666666667,No,y
379,GPT2-xlarge,nucleus,"A: I am dying to go on vacay to New York City, its the most populous city in the US <br>B: I have never been.  What do you recommend I do if I visit? <br>A: Go see the headquarters of the United Nations for sure <br>B: Wow!  That would be amazing to see!  Do you actually get to see delegates? <br>A: I am not sure but can you believe one city has 23.7 million residents? <br>B: l would never have guessed that many!  Aren't there a lot of good plays to see there? <br>","Angeles, Chicago, Dallas, Houston, Philadelphia, Washington, Miami, Atlanta, and Boston, with New York City being the largest. The smallest is Carson City, Nevada. The capital city, Kabul, has grown to become the country's sole metropolis, and is the only city with more than one million people. In the People's Republic of Bangladesh, there are eleven metropolitan areas: Dhaka North, Dhaka South, Gazipur, Chittagong, Rajshahi, Khulna, Sylhet, Barisal, and Rangpur. Lands are highly priced and residents are considered to have a better urban lifestyle. Special police departments are allotted for the metropolitan cities, and there are city corporations for which mayors","Chicago, Houston, New York City, and Washington all have lots of arts and cultural attractions.",0.166666667,Yes,y
654,GPT2-large,nucleus,"A: The beginning of school for most kids <br>B: Hey. Kintergarten is usually the first experience kids have  with schooling. They play, sing, draw, and get their basic skills for schooling from it. <br>A: Yes, most kids start at six when entering. <br>B: Six is the entry age in a lot of places, but some countries start children at 2 years old, and others as old as 8. <br>A: kids will learn the sounds of the alphabet. <br>","use, internationalisms are often loaned into international auxiliary languages. Many constructed IALs borrow vocabulary that is already known by learners, so that they are as easy as possible to learn. Internationalisms that occur in many languages are usually eligible to be included in Interlingua. Early internationalisms, such as those from French and German, tend to be part of Interlingua's basic vocabulary. Later internationalisms, often from English, tend to be Interlingua loanwords. Among Asian languages, Arabic most often provides basic vocabulary, while Japanese contributes recent loanwords. Internationalism (linguistics) In linguistics, an internationalism or international word is a loanword that occurs in","I think so too. They learn to speak in many languages, but some kids learn to speak in IALs, which are language lessons they take in foreign countries.",0.5,Yes,y
1389,GPT2-large,nucleus,"A: Elvis Presley was an American singer, musician, and actor. <br>B: I knew he was a singer, but I never knew he was an actor! <br>A: Yea with a series of successful tv appearances and chart-topping records, he became the leading figure of rock and roll. <br>B: Wow, I really didn't know that about him. What else do you know about Elvis then? <br>A: He was born in Tupelo, Mississippi but then moved to Memphis, Tennessee with his family when he was only 13 years old. <br>B: I never would've guessed that he was born in Mississippi. Is that where he got the inspiration for his music? <br>","Larry Newton Larry Newton ""(né"" Louis I. Nutinsky 7 May 1920 Philadelphia – 30 January 2005, Pompano Beach, Florida) was an American record company entrepreneur, who, earlier in his career, worked with several independent labels. He then became sales manager at the 1955 startup of ABC-Paramount Records, ascending to president in 1965. He oversaw what became a major multimarket, multi-label company, which, for its jazz subsidiary Impulse!, included Ray Charles, Oliver Nelson, Archie Shepp, Pharoah Sanders, and John Coltrane. Newton's career began in 1938, while still in high school, when he worked in the stockroom of a Columbia distributor in","I'm not sure, but his father was an American record company entrepreneur. He also worked with independent labels.",0.666666667,No,y
1090,GPT2-small,beam search,"A: John Ray Grisham Jr. is an American bestselling writer, attorney, politician, <br>B: Yes I think I have read some of his books - is he a crime writer? <br>A: Interestingly,his books has been translated into 42 languages and published worldwide. <br>B: Really? He must be worth a fortune. Have you read any? <br>A: I've read his first novel, ""A Time to Kill,"" was published in June 1989 <br>B: Do you know how many books John Grisham has written? <br>","this price, the author earns 35% royalties, as opposed to 70% if the author were to price the book between $2.99 and $9.99. Locke hit upon a successful method of selling his books after an unsuccessful attempt at advertising his first novels. He describes his system in ""How I Sold 1 Million eBooks in Five Months."" In this work, Locke uses the term ""Loyalty Transference"" to describe the act of transferring a reader's loyalty from one concept or idea to another, and advises would-be writers to seek out audiences that relate to their own blogging content and style. Through the","He has written over 35,000 books.",0.166666667,Yes,y
960,GPT2-xlarge,beam search,"A: I like Vietnamese cuisine, particularly Pho and Banh Mi which are popular in America. What about you? <br>B: I like it as well, vietamese cusine ecompasses the foods and beverages of vietnam <br>A: What are some other examples of vietnamese cuisine? <br>B: Another example or fact is that each dish has a distincitve flavor which reflects one or more elements <br>A: Cool, do you know what other cuisines influenced Vietnamese cuisine? <br>","salted; they called it ""Capi""."" In 1707, William Dampier described ""trassi"" (or ""terasi"", Indonesian shrimp paste) in his book ""A New Voyage Round the World""; ""A composition of a strong odor, but it became a very tasty meal for the indigenous people."" Dampier described it further as a mixture of shrimp and small fish made into a kind of soft pickle with salt and water, and then the dough was packed tightly in a clay jar. The pickling process softens the fish and makes it mushy. Then they poured arrack into the jars to preserve them. ""The mushy fish remains","Capi is one of them, in 1707",0.833333333,No,y
1147,GPT2-xlarge,beam search,"A: Hi! Do you know Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, <br>B: Yeah! I guess I always heard of him as ""Elvis Presley"". Do you like his music? <br>A: Yeah! Regarded as one of the most significant cultural icons of the 20th century,. <br>B: Cool! Yeah I've heard a few of his songs but I don't know much about him. Do you know his most famous song was? <br>A: More so, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"". <br>B: Yeah? That's a pretty cool title. Do you know if he always played with the same band? <br>","recorded by Presley. Songwriters were obliged to forgo one third of their customary royalties in exchange for having him perform their compositions. By December, RCA had begun to heavily promote its new singer, and before month's end had reissued many of his Sun recordings. On January 10, 1956, Presley made his first recordings for RCA in Nashville. Extending Presley's by-now customary backup of Moore, Black, Fontana, and ""Hayride"" pianist Floyd Cramer—who had been performing at live club dates with Presley—RCA enlisted guitarist Chet Atkins and three background singers, including Gordon Stoker of the popular Jordanaires quartet, to fill out the","I'm not sure, but I do know that songwriters were required to give up a third of the royalties they received in exchange.",0.833333333,No,y
1810,GPT2-medium,nucleus,A: The Insane Clown Posse is so insane. Who are these guys? <br>B: Funny you ask! My daughter introduced me to them last week. They are an American hip hop duo. One is named Violent J and the other Shaggy 2 Dope. I was speechless after listening to them! <br>A: Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them? <br>B: They were founded in 1989 in Detroit and their hip hop style is known as horrorcore and they love to give a good show! <br>A: Wow Insane Clown Posse has been around for that long? It is hard to stay that relevant in music these days. <br>,"along with other information. Within the mainstream music industry, recording artists have traditionally been reliant upon record labels to broaden their consumer base, market their albums, and be both promoted and heard on music streaming services, radio, and television. Record labels provide publicists, who assist performers in gaining positive media coverage, and arrange for their merchandise to be available via stores and other media outlets. But an increasing number of artists have sought to avoid costs and gain new audiences via the Internet, often with the help of videos. Combined with the decline in album sales and rapid growth in","It is indeed. They have been around for a while. They have been relied upon by record labels to widen their consumer base, market their albums, and be both promoted and heard on music streaming services",1.0,No,y
1090,GPT2-medium,DBS,"A: John Ray Grisham Jr. is an American bestselling writer, attorney, politician, <br>B: Yes I think I have read some of his books - is he a crime writer? <br>A: Interestingly,his books has been translated into 42 languages and published worldwide. <br>B: Really? He must be worth a fortune. Have you read any? <br>A: I've read his first novel, ""A Time to Kill,"" was published in June 1989 <br>B: Do you know how many books John Grisham has written? <br>","this price, the author earns 35% royalties, as opposed to 70% if the author were to price the book between $2.99 and $9.99. Locke hit upon a successful method of selling his books after an unsuccessful attempt at advertising his first novels. He describes his system in ""How I Sold 1 Million eBooks in Five Months."" In this work, Locke uses the term ""Loyalty Transference"" to describe the act of transferring a reader's loyalty from one concept or idea to another, and advises would-be writers to seek out audiences that relate to their own blogging content and style. Through the",He has sold over 35 million books!,0.333333333,Yes,y
